name,ssn,phone_number,email,address,car_plate,phone_model,residence_type,job_type,blood_type,favorite_color,marital_status,pet_type,vehicle_type,family_size,hobby,birth_year,mobile_carrier,sns_usage
김현우,880628-2345097,010-5312-7621,ijaehyeon@jusighoesa.com,서울특별시 용산구 청파동1가,520가2936,Redmi 9,오피스텔,디자이너,A,초록,이혼,파충류,오토바이,3,영화감상,1987,KT,사용
김현주,830717-2667246,010-5034-1062,gimdohyeon@yuhanhoesa.com,전라남도 담양군 창평면 유곡리,903사9789,Vivo Y72,원룸,마케터,B,분홍,이혼,강아지,SUV,3,운동,1989,LG U+,사용
지재현,010407-4007177,010-1116-3581,hanseoyeong@ju.org,경상북도 군위군 소보면 평호리,962마2925,Motorola Edge 20,연립주택,프리랜서,AB,흰색,사별,강아지,오토바이,5,영화감상,2004,KT,사용
박상호,800310-2063165,010-7956-2589,gimyejun@yuhanhoesa.org,대구광역시 서구 중리동,365나3483,Galaxy S21,단독주택,프리랜서,O,회색,사별,햄스터,트럭,3,자전거,1998,SKT,사용
최은영,060513-3275031,010-4031-5059,sunog48@baebaegson.com,충청남도 태안군 근흥면 신진도리,964다3178,Oppo Find X3,단독주택,회사원,A,빨강,이혼,고양이,자전거,4,사진,2006,알뜰폰,사용
이옥자,660516-1944731,010-9502-3560,ci@yu.com,부산광역시 수영구 남천동,179나8616,Oppo Find X3,원룸,회사원,O,주황,기혼,강아지,트럭,5,자전거,2001,LG U+,미사용
이순옥,960325-2313178,010-8417-2638,jinu30@ju.kr,울산광역시 남구 상개동,767바2929,Oppo Reno 6,단독주택,공무원,A,파랑,기혼,햄스터,버스,4,자전거,1998,LG U+,미사용
김건우,990105-1296962,010-8298-3591,baghyeonsug@bagcoeo.com,경상북도 상주시 사벌면 매협리,406라9960,Xiaomi Redmi Note 10,연립주택,교사,AB,회색,기혼,없음,버스,3,게임,1988,알뜰폰,미사용
박정남,510115-2924422,010-5372-7946,ganghyejin@igimi.net,강원도 인제군 남면 신남리,834가5285,Oppo Reno 6,빌라,의사,A,검정,사별,파충류,오토바이,5,음악감상,1990,KT,사용
최성호,660826-1927416,010-9601-9741,sugjahwang@seojang.kr,대전광역시 중구 문화동,998사8936,iPhone 8,단독주택,개발자,B,주황,이혼,없음,트럭,4,수영,1987,알뜰폰,사용
신미숙,010418-3831047,010-3763-4935,cunjamin@ibag.com,전라남도 구례군 구례읍 신월리,266바7306,Pixel 4a,연립주택,회사원,O,파랑,기혼,없음,트럭,4,쇼핑,1988,KT,사용
박서윤,530120-2836867,010-1398-8956,iseunghyeon@yuhanhoesa.kr,부산광역시 서구 아미동2가,412나6734,LG G8,단독주택,마케터,B,흰색,미혼,강아지,트럭,5,등산,1998,알뜰폰,사용
전정수,791208-1331350,010-5290-3952,jiyeon47@ju.org,전라북도 임실군 신덕면 신흥리,380바9053,iPhone 11,아파트,간호사,B,검정,기혼,고양이,트럭,6,자전거,1997,알뜰폰,사용
차현준,950912-2569290,010-7069-8317,oryu@gimyubag.com,경상북도 영천시 고경면 덕정리,875가2436,Redmi 9,원룸,프리랜서,A,회색,기혼,없음,전기차,3,등산,1985,알뜰폰,사용
진은주,880714-1340794,010-9331-5902,di@io.com,서울특별시 강남구 신사동,128바5113,Galaxy S20,오피스텔,프리랜서,A,회색,기혼,없음,승용차,5,독서,2005,SKT,사용
박경희,470903-2638867,010-8366-2050,jgim@gimjeongbag.net,광주광역시 서구 농성동,785사8602,iPhone XS,다가구,자영업,B,분홍,미혼,파충류,SUV,5,여행,1998,알뜰폰,사용
전준영,650604-1389069,010-6496-7331,eson@gujang.com,전라북도 완주군 화산면 승치리,452다3642,Galaxy S21,원룸,디자이너,A,노랑,미혼,햄스터,자전거,6,수영,2004,KT,미사용
배종수,740804-2284547,010-3162-8842,jeongsunheo@jusighoesa.com,충청북도 단양군 영춘면 만종리,842라4166,Motorola Moto G Power,빌라,자영업,B,흰색,사별,새,자전거,6,게임,2003,KT,미사용
송지민,780330-1061080,010-7259-7649,ocoe@yu.com,대구광역시 달서구 유천동,541마1273,iPhone 12,아파트,공무원,A,노랑,기혼,물고기,오토바이,4,수영,1992,LG U+,사용
최성민,731218-2416841,010-3112-4108,hyejingim@yuhanhoesa.kr,서울특별시 양천구 신월동,388마6538,Galaxy Z Fold,오피스텔,디자이너,B,회색,기혼,새,오토바이,4,운동,1999,LG U+,미사용
최성호,000603-4554100,010-4906-2944,lgang@yu.com,인천광역시 옹진군 덕적면 북리,891마9888,Pixel 7,오피스텔,간호사,B,빨강,미혼,햄스터,트럭,6,운동,1992,알뜰폰,사용
이영자,660204-1288201,010-2758-1343,ji@yuhanhoesa.com,대전광역시 유성구 구성동,386바9967,Huawei Mate 40,연립주택,간호사,A,흰색,기혼,없음,오토바이,6,자전거,1995,KT,사용
양승민,730227-2366499,010-3914-5006,ijunhyeog@yunryu.com,전라남도 해남군 화산면 안호리,504사9615,LG Velvet,오피스텔,마케터,B,회색,이혼,물고기,SUV,6,음악감상,1985,LG U+,미사용
이중수,141001-3056184,010-5519-3741,kbae@yu.com,강원도 춘천시 신북읍 발산리,277바6033,Xiaomi Poco F3,아파트,간호사,AB,분홍,사별,햄스터,오토바이,2,등산,1999,알뜰폰,미사용
안은경,000803-4493555,010-2673-5790,seonghoi@ju.kr,대전광역시 대덕구 비래동,462바1977,Galaxy S10,원룸,회사원,O,검정,기혼,햄스터,승용차,5,요리,2007,SKT,미사용
이은지,640711-1871413,010-2990-7964,junseogo@hanibag.net,제주특별자치도 서귀포시 대정읍 동일리,351사9259,Motorola Edge 20,기숙사,개발자,AB,주황,미혼,없음,버스,3,음악감상,1991,KT,미사용
정민수,790824-2590355,010-3472-4962,wgim@icoegim.net,전라남도 여수시 화양면 이목리,28사5116,Galaxy S9,다가구,간호사,O,빨강,미혼,강아지,SUV,4,사진,1985,LG U+,사용
허현정,500128-2728254,010-3040-3305,bbag@hanim.com,대구광역시 북구 읍내동,141다6738,iPhone 7,오피스텔,마케터,A,빨강,미혼,햄스터,트럭,4,운동,1984,SKT,사용
강명자,750710-1248112,010-1972-1760,lgim@jusighoesa.com,부산광역시 동구 범일동,141다3982,LG V60,연립주택,프리랜서,AB,초록,기혼,햄스터,SUV,5,수영,2004,알뜰폰,미사용
이도현,590826-1837684,010-7563-8496,gimjungsu@ryui.com,전라남도 목포시 금동1가,880나5015,LG Velvet,기숙사,디자이너,AB,빨강,이혼,물고기,SUV,1,요리,1984,LG U+,미사용
윤지훈,050717-4141190,010-6274-2650,ibag@ju.org,경상북도 구미시 옥성면 구봉리,997바9526,Galaxy Z Flip,오피스텔,마케터,A,주황,기혼,강아지,자전거,3,독서,1994,KT,미사용
이은주,931212-1299534,010-9223-8587,songjinho@yu.kr,강원도 삼척시 노곡면 둔달리,455다5152,iPhone X,빌라,연구원,B,분홍,기혼,햄스터,승용차,6,사진,1998,KT,사용
김상철,031218-3308254,010-5560-1263,hju@gimo.kr,강원도 강릉시 임당동,476마2664,iPhone 11,기숙사,회사원,B,파랑,미혼,고양이,오토바이,1,쇼핑,1994,SKT,사용
윤혜진,910924-2854301,010-2944-8118,sangceol19@jusighoesa.net,대전광역시 유성구 용계동,292가1024,Realme 8,기숙사,간호사,O,빨강,이혼,강아지,오토바이,1,운동,1985,LG U+,미사용
김유진,631112-1271948,010-2229-4702,hyejingim@yuhanhoesa.kr,경상남도 창원시 마산회원구 합성동,408마3748,iPhone 7,단독주택,개발자,B,노랑,기혼,없음,자전거,1,독서,1994,알뜰폰,미사용
이준영,751113-2187619,010-3464-6310,hjeong@gimyun.com,충청북도 보은군 속리산면 사내리,783사9307,Galaxy S21,오피스텔,간호사,AB,검정,이혼,강아지,트럭,6,음악감상,1990,SKT,미사용
한정호,510402-2859176,010-2139-6752,mbaeg@yu.kr,제주특별자치도 제주시 애월읍 고내리,470마4070,Huawei Mate 40,기숙사,개발자,O,분홍,사별,파충류,전기차,2,운동,1996,KT,미사용
김미경,610604-2253239,010-8482-1425,jiyeonggim@yu.org,경기도 파주시 파주읍 봉암리,602나8939,Realme 8,빌라,프리랜서,B,노랑,사별,강아지,자전거,2,쇼핑,2006,KT,사용
오유진,930816-2825719,010-2890-5431,gimmijeong@songsongo.org,광주광역시 서구 동천동,32바1366,Oppo Reno 6,다가구,교사,O,회색,기혼,없음,트럭,3,게임,1985,SKT,사용
이정수,790714-2562809,010-4199-8946,ogsuni@yu.com,서울특별시 구로구 항동,231라8200,LG V60,연립주택,프리랜서,B,초록,이혼,햄스터,버스,2,운동,2002,LG U+,미사용
박보람,610322-2663114,010-6614-2947,byeongceol66@jusighoesa.org,충청북도 옥천군 청산면 판수리,624마5080,Pixel 8,기숙사,디자이너,AB,보라,기혼,없음,버스,6,등산,2009,LG U+,사용
류현정,610713-2337318,010-3919-8681,tbag@yuhanhoesa.com,강원도 강릉시 병산동,518다1054,LG G8,기숙사,회사원,O,흰색,미혼,강아지,전기차,3,운동,2006,LG U+,사용
김지은,870427-1248688,010-3863-1466,jgim@jusighoesa.com,전라남도 목포시 죽동,449나6492,Pixel 4a,단독주택,간호사,O,흰색,사별,물고기,자전거,5,등산,1984,KT,사용
백영순,930205-2657885,010-5837-9306,minseogi@heogim.org,울산광역시 남구 장생포동,351가1851,Pixel 5,빌라,마케터,O,검정,사별,고양이,승용차,4,자전거,2009,LG U+,미사용
전지연,010320-3063570,010-8150-9791,ssin@jugim.net,광주광역시 북구 연제동,820마1636,Pixel 5,기숙사,교사,O,초록,기혼,없음,버스,1,운동,1981,KT,사용
엄중수,991008-2104894,010-3104-8049,bagjunseo@gimi.com,울산광역시 울주군 언양읍 평리,669가2623,Pixel 7,아파트,교사,B,파랑,미혼,파충류,트럭,5,운동,2000,알뜰폰,사용
김예준,650809-2536767,010-2088-3049,gangjeonghun@yu.com,경상북도 포항시 북구 송라면 대전리,770가4177,Realme 8,단독주택,간호사,B,회색,기혼,파충류,SUV,3,요리,1996,LG U+,미사용
김옥자,510902-1068576,010-2064-8816,ijihu@ju.kr,대전광역시 중구 안영동,633사6671,Redmi 9,기숙사,개발자,O,분홍,기혼,파충류,SUV,4,여행,1985,SKT,미사용
김은지,800502-1470187,010-2816-7923,xhwang@heogimgim.kr,서울특별시 노원구 하계동,195사9280,iPhone 14,기숙사,디자이너,B,회색,사별,햄스터,SUV,3,영화감상,1981,SKT,사용
이지영,890830-1671757,010-1997-4718,seohyeongim@ju.org,전라북도 무주군 부남면 대유리,204라8068,Pixel 4,빌라,개발자,B,빨강,이혼,강아지,전기차,6,독서,1988,LG U+,사용
권은주,040825-3711016,010-6435-8611,yeonghwanca@gimi.kr,광주광역시 북구 용전동,339사2157,Xiaomi Mi 11,원룸,프리랜서,A,파랑,기혼,파충류,전기차,3,음악감상,1990,SKT,미사용
김미숙,890909-1434141,010-2339-6659,baggyeongja@yu.kr,제주특별자치도 서귀포시 보목동,807가2774,Pixel 6,오피스텔,프리랜서,B,흰색,이혼,없음,트럭,3,음악감상,2008,KT,사용
서은지,510315-1132783,010-9460-4859,dgim@ju.com,강원도 양구군 동면 임당리,825다3012,Galaxy S22,오피스텔,연구원,A,빨강,기혼,고양이,승용차,2,등산,1987,LG U+,사용
강준혁,910821-2789362,010-8331-2570,gjang@jusighoesa.kr,경기도 남양주시 와부읍 덕소리,916라9062,Pixel 5,연립주택,공무원,O,초록,기혼,파충류,트럭,3,사진,1995,알뜰폰,사용
김영진,590304-2926538,010-8028-9620,yeweonheo@ju.kr,부산광역시 수영구 남천동,65가3710,iPhone XS,오피스텔,의사,B,검정,미혼,파충류,버스,1,등산,1985,LG U+,사용
최병철,841105-1622741,010-4498-8898,gimjunseo@songhwang.org,대전광역시 중구 어남동,55마1086,Realme GT,원룸,디자이너,AB,주황,이혼,물고기,버스,2,운동,2007,KT,사용
이상호,450928-1833140,010-2587-7005,gimseonghyeon@yuhanhoesa.org,광주광역시 동구 황금동,437가4794,Xiaomi Poco F3,다가구,마케터,O,초록,사별,새,버스,4,쇼핑,1994,LG U+,사용
심수빈,060525-3935194,010-3653-1701,caeweongim@yuhanhoesa.kr,광주광역시 광산구 명화동,182다6232,Pixel 8,오피스텔,공무원,AB,빨강,미혼,고양이,트럭,4,요리,2005,알뜰폰,미사용
윤지영,820206-1070574,010-8949-8248,mijeong98@yu.kr,충청남도 서천군 한산면 나교리,166마1750,iPhone 11,연립주택,자영업,AB,검정,기혼,고양이,버스,4,영화감상,1990,알뜰폰,미사용
강하은,110316-4692465,010-8072-2069,zgu@ugimryu.com,제주특별자치도 제주시 조천읍 교래리,293바9438,Huawei P50,빌라,마케터,A,빨강,미혼,새,트럭,1,수영,1993,KT,미사용
이정순,930411-2274783,010-7137-4716,gimsunja@yu.kr,제주특별자치도 서귀포시 안덕면 사계리,60사4069,iPhone 7,빌라,개발자,AB,파랑,미혼,없음,트럭,3,여행,2004,SKT,사용
김보람,791018-1902619,010-4523-2176,gimjuweon@songgo.com,울산광역시 남구 무거동,823나5531,iPhone 6S,아파트,공무원,AB,분홍,이혼,햄스터,트럭,5,운동,1992,KT,사용
김예지,590424-2641217,010-1521-2648,iareum@gimgim.net,충청남도 논산시 성동면 월성리,431마8684,Pixel 7,다가구,자영업,O,검정,미혼,새,전기차,1,쇼핑,1992,알뜰폰,사용
양건우,600225-1394464,010-4874-3893,hongjaehyeon@yu.com,충청북도 음성군 소이면 비산리,958바5351,Galaxy S10,단독주택,의사,O,파랑,기혼,새,전기차,4,등산,1980,알뜰폰,사용
박도윤,960916-1491244,010-9753-8139,yeongil17@bagsong.org,제주특별자치도 제주시 애월읍 상가리,445가6078,LG V60,단독주택,간호사,A,노랑,기혼,고양이,SUV,2,운동,1998,SKT,사용
김성수,040108-3146973,010-1220-1131,jeongho92@jusighoesa.com,전라남도 구례군 광의면 대산리,664마6187,Galaxy A32,단독주택,개발자,AB,검정,미혼,강아지,오토바이,1,등산,2003,알뜰폰,사용
최영길,140913-3792260,010-3486-5785,yeongceol93@ju.kr,강원도 동해시 나안동,109마6278,Galaxy S9,단독주택,회사원,O,노랑,사별,없음,버스,4,수영,1983,LG U+,미사용
김현지,531223-1496373,010-8146-2426,isanghun@gogim.com,광주광역시 북구 신안동,871마8829,Oppo Find X3,기숙사,회사원,O,초록,미혼,햄스터,전기차,3,등산,1989,SKT,미사용
한승민,770422-1585331,010-9623-3828,ujin11@ju.org,전라북도 부안군 진서면 곰소리,432사4321,LG V60,연립주택,프리랜서,B,검정,이혼,고양이,오토바이,3,자전거,1993,KT,미사용
김영철,650806-2149377,010-9232-6297,juweon76@igweon.kr,대구광역시 수성구 수성동2가,781나6083,LG Velvet,오피스텔,개발자,A,파랑,기혼,없음,SUV,4,요리,1997,LG U+,사용
홍민석,740325-1005000,010-8491-8833,migyeonghan@honggimgim.org,전라북도 무주군 무풍면 철목리,674다2466,iPhone 14,다가구,자영업,AB,초록,이혼,강아지,전기차,3,쇼핑,1985,KT,사용
김경수,800108-2452085,010-3656-9609,hayungim@ju.kr,경상남도 양산시 산막동,200바1491,iPhone 6S,다가구,자영업,B,주황,미혼,고양이,자전거,2,음악감상,1986,LG U+,사용
이상현,661114-2480289,010-9829-5959,minseobag@yu.com,대전광역시 중구 무수동,165바6895,Galaxy S10,아파트,교사,O,초록,이혼,파충류,자전거,1,음악감상,1987,LG U+,미사용
김현정,110516-3103863,010-9886-8352,gimyeweon@jangbag.kr,광주광역시 남구 덕남동,55사6095,Oppo Reno 6,단독주택,의사,B,검정,사별,물고기,자전거,5,음악감상,2006,KT,사용
이지현,760808-2490271,010-5793-4748,doyun74@yu.com,제주특별자치도 제주시 구좌읍 송당리,263가7557,Galaxy S10,빌라,디자이너,A,분홍,사별,없음,트럭,5,운동,1992,KT,미사용
김명숙,951013-1599669,010-2439-6682,ogja08@yuhanhoesa.com,제주특별자치도 제주시 외도일동,111바2138,Galaxy S10,단독주택,교사,A,회색,사별,새,오토바이,4,독서,1996,SKT,사용
최미경,130309-4545538,010-7998-8980,yeongjin74@iigim.kr,울산광역시 울주군 범서읍 굴화리,19나7758,Galaxy S21,다가구,디자이너,A,흰색,기혼,강아지,승용차,6,자전거,2003,KT,미사용
이지혜,611114-2022915,010-4199-8346,seoyeongjo@yu.net,강원도 인제군 남면 정자리,290나9581,iPhone 7,연립주택,학생,B,흰색,이혼,없음,트럭,1,영화감상,1985,LG U+,사용
이예지,650307-2431950,010-8330-6339,cgu@seoseogang.com,강원도 태백시 황지동,772나4695,Motorola Edge 20,단독주택,학생,O,검정,기혼,물고기,오토바이,5,게임,2010,SKT,미사용
이경자,890301-2364732,010-6360-2892,jinu90@gimhangim.kr,대전광역시 대덕구 오정동,616마5365,Pixel 4,기숙사,개발자,AB,노랑,이혼,없음,SUV,3,수영,1993,알뜰폰,미사용
김영자,690410-1053147,010-1548-7209,yeongilgweon@yu.org,대구광역시 서구 원대동1가,400라8722,Galaxy S23,단독주택,간호사,AB,흰색,기혼,새,오토바이,3,운동,1987,KT,미사용
이민지,531012-1572562,010-3936-7140,geonugim@ju.org,울산광역시 북구 창평동,310나4196,Galaxy Z Fold,연립주택,개발자,A,주황,미혼,없음,트럭,4,독서,1984,SKT,사용
김영식,881119-2011080,010-7788-9770,hyeonju01@igim.kr,경상북도 구미시 도개면 동산리,410가7569,Galaxy Note 20,다가구,공무원,O,검정,미혼,고양이,버스,1,게임,1985,LG U+,사용
한민준,011016-3422144,010-6332-1124,ijiyeong@baegigim.net,대구광역시 북구 동호동,337마7927,Sony Xperia 1 III,아파트,프리랜서,O,초록,이혼,강아지,버스,2,운동,1980,KT,미사용
한민수,590613-2303417,010-2876-8893,minsugim@ju.com,울산광역시 남구 남화동,569사1210,Huawei Mate 40,원룸,연구원,AB,분홍,미혼,파충류,승용차,1,영화감상,2009,알뜰폰,사용
한옥자,801119-2205253,010-1376-6375,yeongsui@jusighoesa.kr,세종특별자치시 세종시 연기면 수산리,725다8878,Galaxy A32,빌라,의사,B,초록,기혼,햄스터,전기차,2,자전거,1993,SKT,사용
김서윤,120825-3142485,010-8932-2219,junseo15@yu.kr,울산광역시 북구 진장동,444나9973,OnePlus 8T,연립주택,공무원,A,주황,이혼,파충류,자전거,2,자전거,1986,LG U+,사용
심서윤,971208-2966996,010-2803-9804,jeonghyi63@gimjangi.kr,대전광역시 중구 목동,697사8877,Vivo Y72,단독주택,마케터,A,초록,이혼,햄스터,자전거,4,게임,1988,알뜰폰,사용
이지원,560824-1627144,010-1099-5192,nhong@bagbag.com,제주특별자치도 서귀포시 성산읍 신풍리,814나6915,Xiaomi Poco F3,빌라,공무원,B,빨강,기혼,파충류,트럭,6,등산,1993,SKT,미사용
김채원,701102-1661684,010-2562-4070,ohong@jusighoesa.com,경상북도 예천군 감천면 장산리,829마4039,Pixel 7,오피스텔,학생,O,검정,이혼,없음,승용차,6,요리,1990,SKT,미사용
