address,birth_year,blood_type,car_plate,email,family_size,favorite_color,hobby,job_type,marital_status,mobile_carrier,name,pet_type,phone_model,phone_number,residence_type,sns_usage,ssn,vehicle_type,mk_serial_number,matching_key
광주광역시 서구 쌍촌동,2008,A,362라9417,bagjunyeong@jusighoesa.com,2,노랑,자전거,회사원,미혼,KT,김예원,물고기,Pixel 5,010-6740-8775,기숙사,사용,441013-2203082,SUV,data2_20250602185128961493_87,2cbd7f52521f1cdfc41fa929f04f84d203ac5d39b715df9b716c65e8e79164ea
전라남도 곡성군 입면 대장리,1995,O,199마9933,vbag@yuhanhoesa.com,3,노랑,여행,의사,이혼,알뜰폰,배현우,고양이,Vivo X60,010-4646-9056,원룸,미사용,140210-4362425,오토바이,data2_20250602185128961493_88,44ca67f2d7d70748cfecf49d17418a9f7641911f42df43ca0d89a28357d10e95
부산광역시 사상구 괘법동,1984,A,482사9328,hayun19@baeggim.com,6,회색,운동,디자이너,기혼,LG U+,이지민,파충류,iPhone 11,010-5196-5950,다가구,사용,590124-2244431,승용차,data2_20250602185128961493_89,4a64f749486c0ab23834f41b8fb15e10b25e5b4a971a9a81ce1fcc192627fbc6
경상남도 사천시 사등동,1988,O,453라6484,gimjeongsun@ju.com,3,검정,게임,자영업,미혼,KT,김영수,햄스터,Galaxy S23,010-5782-8595,다가구,사용,851103-1736092,자전거,data2_20250602185128961493_90,ad7bd090797f26a1b54193abcf21ff95e9211268859b226ab60cd0cea2469f43
광주광역시 광산구 산막동,2007,AB,698라4904,jeongnam04@ju.org,4,노랑,음악감상,간호사,이혼,KT,최민서,새,Galaxy A32,010-7339-4113,빌라,미사용,070420-4323908,버스,data2_20250602185128961493_91,0553082bf3df7fe14beae6cc3763b17d35cca81014845e4b5636da2075491203
강원도 영월군 영월읍 흥월리,1994,O,378마2257,sseo@jusighoesa.kr,3,빨강,음악감상,자영업,사별,LG U+,강수빈,파충류,LG Wing,010-3667-5979,오피스텔,미사용,740731-1326178,버스,data2_20250602185128961493_92,0eba010b4f42c8f093d3a54a2633c6f2162574fd0405bcf2f913df909b1ad9ee
광주광역시 남구 구동,2001,B,718다6006,misug97@bagyun.kr,5,주황,게임,자영업,이혼,LG U+,김미숙,햄스터,Galaxy Z Flip,010-3871-3077,기숙사,사용,770412-1862874,트럭,data2_20250602185128961493_93,7a40680c95f978a265ae2073683a46e62fed43a512e59829584feb56fdcf464a
대구광역시 동구 백안동,2005,O,560나6600,sunja78@uyu.kr,3,보라,등산,의사,이혼,알뜰폰,김준서,물고기,Galaxy Note 20,010-5995-6290,다가구,사용,830614-2804553,전기차,data2_20250602185128961493_94,bd8e30ebc709dedad7165e25cfe8cab6ee7a899b69f183fa2ad95142bcb162c2
대구광역시 남구 대명동,1981,B,628다2392,junhyeog05@yuhanhoesa.kr,1,흰색,수영,자영업,미혼,알뜰폰,최은주,새,Pixel 5,010-1438-6926,빌라,사용,840409-2618992,SUV,data2_20250602185128961493_95,8b6e713c1083eb43064a10b3dcc1afcedc1187d8cbc4d0e343340ab0ba54d130
서울특별시 광진구 화양동,1983,AB,467사5368,gyeongjai@gimbagseo.com,3,검정,운동,의사,사별,알뜰폰,이미경,파충류,iPhone 6S,010-1070-3138,연립주택,미사용,821020-2802497,자전거,data2_20250602185128961493_96,aa2de72a4d4bcd8d969d649463d54afd59edc529c11373fe2eb378c930b13864
울산광역시 남구 상개동,1998,A,767바2929,jinu30@ju.kr,4,파랑,자전거,공무원,기혼,LG U+,이순옥,햄스터,Oppo Reno 6,010-8417-2638,단독주택,미사용,960325-2313178,버스,data2_20250602185128961493_97,bee4f131b0063109cd5006acd23e55abc99fbc63b21c7b209ce83743b16d6b08
광주광역시 서구 세하동,1981,O,594사8680,san@yu.com,1,보라,사진,자영업,사별,KT,송경자,강아지,Galaxy Note 10,010-4244-9574,다가구,미사용,471118-2694227,오토바이,data2_20250602185128961493_98,93d31ecac5e5fa195c08c98a63891c55a0f73aeb6d7c4c55d7b96d3dfac97d8e
세종특별자치시 세종시 전동면 석곡리,2000,A,441가8020,bagjihye@yu.kr,2,노랑,자전거,프리랜서,사별,LG U+,강정순,물고기,iPhone 8,010-7527-1124,빌라,미사용,040805-4301029,트럭,data2_20250602185128961493_99,072228e9741a27ff52b9ec42500930ff05d9463df373405d69e4e4ed93f9013b
인천광역시 옹진군 북도면 모도리,1985,AB,445바2212,jeongnami@yuhanhoesa.org,6,회색,음악감상,연구원,기혼,KT,김도현,강아지,Galaxy Note 20,010-4476-8443,오피스텔,사용,920303-2042232,버스,data2_20250602185128961493_100,19b040f4ea3bca5d065d09b9f491df6a8f44d3ceacc50b707763c674e2d68d9b
세종특별자치시 세종시 금남면 대박리,1988,AB,385마7409,yeongsuggim@baegjo.com,6,분홍,독서,회사원,미혼,알뜰폰,최현우,없음,iPhone XR,010-7503-1563,단독주택,사용,521206-1332718,자전거,data2_20250602185128961493_101,fc3581e66975258d4d017c68e1e077d00dbcbb59bb1721f699c83d34a03d2b65
충청남도 서산시 인지면 애정리,1989,B,921사9430,khong@gimnam.com,6,빨강,운동,교사,이혼,KT,이유진,물고기,Galaxy M12,010-2557-4091,단독주택,미사용,900719-2228863,자전거,data2_20250602185128961493_102,c33ee04246ed514fcf5f9b01bdfab116e9e3f43a0afee0fea5858dc946b0b539
광주광역시 서구 광천동,2002,AB,878라8897,gimseongmin@coebag.com,3,빨강,음악감상,교사,사별,알뜰폰,이종수,강아지,iPhone 12,010-2001-2008,아파트,미사용,920118-1694523,자전거,data2_20250602185128961493_103,40192aceace82e53758c8ae5e1472fcc0ecfd66ad558ea1ccc3a546296bcbd89
대구광역시 수성구 연호동,1991,A,49바1609,seohyeon69@igweon.com,6,흰색,독서,간호사,이혼,SKT,홍영호,물고기,Oppo Reno 6,010-4006-6276,연립주택,미사용,780920-2095205,전기차,data2_20250602185128961493_104,78ac0c68ec15fb955de23440923032c18ddd89085a5a73e2f83071428b045b67
울산광역시 동구 화정동,2000,B,715나5091,yeongsig56@yuhanhoesa.com,5,노랑,요리,디자이너,미혼,SKT,최현지,햄스터,Galaxy Z Fold,010-3299-7093,기숙사,미사용,650829-1437673,자전거,data2_20250602185128961493_105,95b91fb4a57a1900fbbeb61508dfda55e0fcc79e985bb707387563bbc3625d65
서울특별시 강동구 길동,2008,O,878다2238,ojang@iyun.org,6,파랑,여행,교사,미혼,KT,김상철,새,Realme 8,010-1303-2347,빌라,사용,530810-1288781,자전거,data2_20250602185128961493_106,b1d5cc5b6ef16deb842df2d3e48dd7c93298f62401a949d2ca62bb394e9286a3
충청북도 보은군 속리산면 사내리,1990,AB,783사9307,hjeong@gimyun.com,6,검정,음악감상,간호사,이혼,SKT,이준영,강아지,Galaxy S21,010-3464-6310,오피스텔,미사용,751113-2187619,트럭,data2_20250602185128961493_107,1bea35144564d9d50733536cf0a4b08349f9eeabdf76552992e27fd756a438cd
서울특별시 도봉구 쌍문동,1986,AB,496마6673,hanjuweon@jusighoesa.net,5,초록,게임,연구원,사별,SKT,김지혜,파충류,Galaxy M12,010-4246-5680,단독주택,미사용,510603-1345329,자전거,data2_20250602185128961493_108,93233a8c2ff1dd7be88ad2f42356a55240ff9f200fd98fa675496cd5690dafc2
세종특별자치시 세종시 금남면 용담리,2005,AB,557가1393,junho97@ogweongim.com,3,파랑,사진,디자이너,이혼,KT,장은주,햄스터,OnePlus 9,010-9012-5329,다가구,미사용,850414-2704583,승용차,data2_20250602185128961493_109,ef253c5667f3ec6251036e9fec6d52a0f59a0e8eaff9a59470a0f6c59b8cc88c
경상북도 영덕군 창수면 보림리,2004,B,532바6768,ygwag@baegi.net,3,보라,게임,의사,이혼,KT,김지현,물고기,Galaxy Note 20,010-2105-7697,아파트,사용,750429-2014134,트럭,data2_20250602185128961493_110,b07f2d6296720f3b58eb26cd230c129ea49318e75c7615768b808c37c3f849c1
전라북도 무주군 적상면 사천리,1980,AB,362나4028,yeongjini@baghonggim.net,3,주황,게임,공무원,이혼,KT,백지원,파충류,Realme GT,010-5399-4428,연립주택,사용,091020-4280224,트럭,data2_20250602185128961493_111,d0589d9f240769571e349e6e6ab2042b7dd243484576c365addc6b9bceff032d
서울특별시 도봉구 창동,2001,B,435사5823,hson@hwangsong.com,2,회색,사진,의사,사별,LG U+,홍하은,새,iPhone 11,010-3776-9431,빌라,미사용,470909-1105909,승용차,data2_20250602185128961493_112,7098977b8b3a90d6fd246a9f6d954ac31cb5a0571269849e65fb40ee9e309514
경기도 화성시 송산면 지화리,2001,O,257바7432,hwangjeonghun@jusighoesa.kr,3,주황,수영,간호사,미혼,KT,강영숙,고양이,Galaxy A52,010-7837-9686,오피스텔,미사용,030205-4415476,트럭,data2_20250602185128961493_113,27d5a3c15d7081700978be11e739af9641e9b5e5453a43623c1c2836b6111a67
제주특별자치도 제주시 우도면 연평리,2010,B,981마8673,jihyeon59@ju.com,4,파랑,운동,개발자,미혼,LG U+,조은영,새,Galaxy M12,010-6608-2333,오피스텔,미사용,690519-1076446,버스,data2_20250602185128961493_114,5e9850c0128ec23cb06387a49d3f714cd2fabf632f5870f259bf5dcf65850f1f
세종특별자치시 세종시 연기면 보통리,1995,AB,60마7898,hhan@ju.com,2,회색,쇼핑,학생,기혼,LG U+,홍서연,새,iPhone XS,010-2152-3331,원룸,미사용,700305-1445103,SUV,data2_20250602185128961493_115,3b6be3526f9f9a959753e1354a10f42cba35a889438b973652976503429511c2
전라남도 화순군 춘양면 회송리,1998,AB,894라3544,boram58@jusighoesa.com,3,흰색,음악감상,공무원,이혼,LG U+,이윤서,햄스터,iPhone XS,010-2765-4235,단독주택,미사용,621017-1488161,버스,data2_20250602185128961493_116,4f7cbba9be5dc30d7c2602dd4143939694dbb8ee7559c352b6bb9c255dac3642
전라남도 광양시 다압면 고사리,1991,AB,995나4767,boramgim@ju.com,1,초록,운동,간호사,기혼,알뜰폰,고상현,강아지,LG Velvet,010-5750-4791,다가구,미사용,560117-1493652,버스,data2_20250602185128961493_117,abeea6890396a13fbffa0fc70b4b0b4776afa780b2c8c9093e2dcee1c57ef0e6
울산광역시 남구 고사동,1982,A,219사7363,gimhyejin@yu.com,4,초록,쇼핑,간호사,사별,LG U+,이상현,파충류,iPhone XS,010-1192-6244,연립주택,미사용,600423-2322963,승용차,data2_20250602185128961493_118,f0748cee4c8572eeb2ca2348f23329381bf5f5b2e9496287357228411b66bcf7
세종특별자치시 세종시 연동면 문주리,1992,B,252사1806,gangjiyeong@ju.kr,6,빨강,영화감상,교사,미혼,알뜰폰,진민지,새,iPhone 6S,010-2604-7822,연립주택,사용,091029-3473586,자전거,data2_20250602185128961493_119,2e8cb026a423c38bf5b0420c2bdf46717aaf25e9b47a6e7dc54d959d1fe48bbf
전라남도 구례군 구례읍 신월리,1988,O,266바7306,cunjamin@ibag.com,4,파랑,쇼핑,회사원,기혼,KT,신미숙,없음,Pixel 4a,010-3763-4935,연립주택,사용,010418-3831047,트럭,data2_20250602185128961493_120,166db8f7ae73b433014bd71d5c291f1bfb2fd44d42e23d3bb5e02eccc73be698
부산광역시 동래구 복천동,2007,A,582나9144,dohyeoni@jusighoesa.net,2,회색,운동,프리랜서,이혼,SKT,고정숙,물고기,Pixel 5,010-3932-1994,단독주택,사용,940907-1003852,SUV,data2_20250602185128961493_121,5db6ae302e584111b949c8b4dbfc311bbe443d6eb4ef512496c87f7c8e989409
전라북도 진안군 진안읍 군하리,1983,A,850바9154,mgim@ison.org,5,검정,수영,교사,이혼,SKT,박은정,파충류,Vivo Y72,010-3967-7165,연립주택,미사용,920701-2736300,트럭,data2_20250602185128961493_122,700bcbbbfe368142be0449171b4bd942043f9a8e7ad69af7d4fedd136feea0f9
인천광역시 서구 원당동,2003,O,179나3551,gimseojun@jusighoesa.kr,2,초록,등산,공무원,기혼,LG U+,이준혁,새,Pixel 7,010-3384-2012,기숙사,미사용,010520-4682619,자전거,data2_20250602185128961493_123,343e143e5d94523f2c3965d6305dcaf55e438b1aa519e209efdeab9329718654
충청남도 천안시 동남구 북면 운용리,2007,A,205나5962,kseo@gimgimi.net,1,보라,게임,간호사,사별,SKT,오예지,새,Vivo X60,010-8055-8173,빌라,미사용,981029-1410797,오토바이,data2_20250602185128961493_124,26baa84105e945a09671345ad14a2822ee54c3430b648885014d6d631201b5b5
서울특별시 양천구 신월동,2003,O,528다8530,seoyeon41@igimjang.org,5,검정,자전거,공무원,기혼,LG U+,박상현,강아지,Realme 8,010-8384-2131,원룸,미사용,050313-4472813,트럭,data2_20250602185128961493_125,df66c9411544e498851a5134323d70503c7ee1f2fab796bd21e669724ede02eb
전라북도 순창군 복흥면 산정리,2004,B,560사5133,miyeong08@coebag.net,3,분홍,사진,개발자,미혼,LG U+,강선영,새,LG V60,010-7158-6613,단독주택,사용,570128-2326239,자전거,data2_20250602185128961493_126,ffd3e750f0461c41c20fc77165606b3e6f04d39879643bfea0e5d3431f031317
충청남도 청양군 대치면 농소리,1993,B,540다4495,coejia@isinjeong.com,6,주황,등산,의사,미혼,LG U+,지진호,새,LG Wing,010-4949-5345,단독주택,미사용,760228-2233127,버스,data2_20250602185128961493_127,9b743ac7476e3b5bac69ff2d5cda657bf3d2b689d29444f379d2a36f1a9f961d
대구광역시 중구 동인동2가,2007,B,387가3484,minjaei@igweon.com,5,보라,사진,자영업,사별,SKT,박정훈,물고기,LG V60,010-5392-8340,아파트,사용,460519-2612933,버스,data2_20250602185128961493_128,c4b9f44500fd9d0cdf3fec6340b08c73e876ae10a499962df3d3ae589a342b5f
강원도 인제군 남면 신남리,2000,B,226나5901,munyeweon@yu.org,4,파랑,음악감상,회사원,사별,LG U+,박민석,강아지,Pixel 8,010-2956-1892,연립주택,사용,690212-1601361,트럭,data2_20250602185128961493_129,460df9f2d8e75ea25615b781427f163deac6340b834f48af5e01cefc512e8b1b
강원도 고성군 죽왕면 문암진리,2005,O,800바4012,donghyeonan@jusighoesa.com,3,검정,독서,교사,사별,LG U+,이지은,고양이,iPhone 11,010-3155-8226,오피스텔,사용,810406-2882051,SUV,data2_20250602185128961493_130,d52ad18d9de2011afacfae0ff34905d77103ab0dfc8ab94d20db6fdcf3ccd4fa
대구광역시 중구 동성로3가,2008,B,26다6477,hyeonui@gimgim.kr,6,주황,영화감상,의사,이혼,KT,김민석,파충류,Galaxy S23,010-3692-2762,빌라,미사용,901223-2937284,SUV,data2_20250602185128961493_131,1ac7e67c936607655b95c6e5693769dfd5b483cc2bc3127c7c8f8b3a8fe5cd15
경상북도 김천시 감천면 금송리,2010,B,954라1989,minjungim@bagan.com,1,초록,독서,공무원,기혼,KT,김은정,햄스터,Xiaomi Redmi Note 10,010-5861-2867,다가구,미사용,750723-1375822,SUV,data2_20250602185128961493_132,a4a50445b56df77b6cdb90cb9d8c30710e3db784e7f78924a42bb89c6e26c66c
전라남도 담양군 수북면 풍수리,1998,AB,635마7174,jihye17@yuhanhoesa.com,5,검정,독서,연구원,기혼,KT,이상현,물고기,Galaxy S10,010-8330-1406,원룸,미사용,090504-4949396,전기차,data2_20250602185128961493_133,210ccc046be9669439265ce916fba0cc13426284a58f605100d2bc01477ce039
전라북도 임실군 임실읍 성가리,2009,B,173다1450,immigyeong@yuhanhoesa.com,1,흰색,요리,의사,이혼,알뜰폰,홍보람,강아지,LG Wing,010-9588-4246,아파트,사용,510811-1182030,자전거,data2_20250602185128961493_134,a7f9767125ae74e1062cd3779261d95bbb0f53254b3003511d4c799f217c7b0c
경상북도 포항시 남구 동해면 임곡리,2004,A,394가6009,suminbag@iseong.com,1,분홍,수영,자영업,사별,SKT,서주원,햄스터,Motorola Edge 20,010-1472-7482,빌라,미사용,970609-1117730,버스,data2_20250602185128961493_135,0e66bebe7d186fef61faa4d20290feb003fa14766de11b6c9eab9917030c5131
경기도 용인시 처인구 원삼면 죽능리,2004,A,269바5287,jongsu33@ogimgim.com,6,회색,독서,학생,사별,알뜰폰,장정희,고양이,Oppo Reno 6,010-9655-5083,오피스텔,사용,640920-1940653,버스,data2_20250602185128961493_136,a718fd12822da31d8ae70bc496d27e3974181c1357a52cbf53bca639c7cb6804
대구광역시 달성군 화원읍 명곡리,1980,A,872사3400,kgweon@yu.com,4,회색,음악감상,회사원,사별,알뜰폰,박정자,강아지,Pixel 4,010-9512-6378,원룸,사용,800808-2230990,오토바이,data2_20250602185128961493_137,90c75ce3db4c2ff9fd2b7c8c27312f5835f37610fc80a29266fa4c8e5660b6eb
충청북도 음성군 대소면 오류리,2001,AB,55다1895,jangjimin@bagigim.org,6,초록,영화감상,개발자,기혼,LG U+,임상철,물고기,Huawei Mate 40,010-7982-7404,빌라,미사용,130924-4868296,버스,data2_20250602185128961493_138,a8a6cbde838bd437172be6bcc1700b55011bb500a9cae6c659b48ed4f2d7a677
전라남도 무안군 청계면 도림리,1994,B,157라5336,gimsunja@baegbae.com,2,검정,여행,간호사,미혼,LG U+,류성훈,없음,iPhone 12,010-3176-8444,원룸,사용,620914-1149550,자전거,data2_20250602185128961493_139,fca7f1ca635003a4609872f001807939a14c4b5d44559518d07fdcb80af513fd
제주특별자치도 서귀포시 대정읍 하모리,2005,O,659가3180,ihyeonjeong@yu.kr,1,빨강,요리,마케터,미혼,KT,배준영,없음,Pixel 4a,010-5718-4691,원룸,미사용,680404-2528486,버스,data2_20250602185128961493_140,c51ab164937247acae91c0dabb84f41bd831a1191c609e9400f6c89813eeb3d1
경기도 오산시 내삼미동,1982,O,719마4941,gyeongsu39@baggim.com,1,파랑,등산,연구원,사별,알뜰폰,백옥순,없음,iPhone X,010-4895-6995,오피스텔,미사용,930707-1910123,버스,data2_20250602185128961493_141,1aeba35085e542f1d2b5300271a5445f2489cc1c0582311b2112e8b529e82eba
대전광역시 유성구 용산동,2007,O,674다1322,jongsubag@gimui.org,6,빨강,음악감상,회사원,이혼,LG U+,장영일,강아지,OnePlus 9,010-3266-3310,아파트,사용,000128-4505471,승용차,data2_20250602185128961493_142,256d55bce606154abd374e5d4a7680adabdbc6817ec4bb03a89055f05c9ee3e7
세종특별자치시 세종시 연기면 산울리,2005,B,249마2330,ao@yu.kr,3,빨강,여행,자영업,기혼,LG U+,성정웅,햄스터,Xiaomi Redmi Note 10,010-2010-3439,빌라,미사용,780325-1320435,트럭,data2_20250602185128961493_143,4156e9081efbb0a2542dd9999a534d206d88d36e2ad7198ba9d5dbc73a8a5e09
세종특별자치시 세종시 장군면 대교리,1988,B,392다8311,vyun@yu.com,5,검정,게임,간호사,미혼,LG U+,김영희,햄스터,Pixel 4a,010-3797-9149,오피스텔,미사용,140718-3636493,오토바이,data2_20250602185128961493_144,af0acd94b8dc639b78ec2f62d889e33e1b2bba7ce7c40cc789578bdff8baf9dd
부산광역시 동래구 복천동,2010,B,661라9749,areum47@hwanggangcoe.com,2,보라,영화감상,프리랜서,사별,알뜰폰,구영길,새,Oppo Find X3,010-4597-8895,원룸,미사용,720731-2740077,버스,data2_20250602185128961493_145,9530a52c615c51bb1f9655adb3802d1ff97bfb45fc2690cc234baa68202e4997
제주특별자치도 제주시 애월읍 애월리,1995,A,364가7980,seongmin80@ju.com,4,흰색,자전거,공무원,미혼,KT,조은서,강아지,iPhone 7,010-4180-1196,연립주택,사용,091001-4000952,트럭,data2_20250602185128961493_146,73a655ec2686f73d658cbfa91a2597c7220a006c6da65df9c317597dc0ba8d8c
경상남도 함안군 칠서면 태곡리,2008,O,199라7349,eunju52@bagjocoe.com,2,분홍,요리,연구원,사별,알뜰폰,권미숙,새,iPhone 14,010-9665-7556,연립주택,사용,530513-2594971,트럭,data2_20250602185128961493_147,2e88201f40c3694f9c4b97a9e9ff6ccd8a7047bf9cd39509031bc0b998a7e285
인천광역시 미추홀구 문학동,1985,O,179마5682,si@ju.kr,5,보라,사진,교사,기혼,LG U+,이정남,물고기,Sony Xperia 5 II,010-4157-4084,빌라,미사용,560317-2482646,오토바이,data2_20250602185128961493_148,5975582462c71b3d096eb59185e7cd61c24b0fa744bf613638973766b537b037
충청북도 청주시 흥덕구 오송읍 정중리,1996,AB,763사3029,gimmyeongsug@ju.kr,1,흰색,사진,의사,사별,SKT,박지우,강아지,Galaxy S20,010-7255-3721,오피스텔,사용,921002-1516952,승용차,data2_20250602185128961493_149,e34ddc81eb39d6e4d0af8152f82d94cd39197c68d6ed3b68c7da31c98a5a796d
충청남도 천안시 동남구 병천면 탑원리,2004,AB,496라4736,imisug@uigu.kr,1,노랑,요리,간호사,기혼,알뜰폰,이미숙,강아지,Galaxy Z Fold,010-4020-4574,아파트,사용,060817-3833989,트럭,data2_20250602185128961493_150,bde101329aba7f3f55b49b3826a2f046d71b5a866734652a6215f00162ee8ce8
